File accession	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Tissue_short	Age_short	Sex_short	Rep_short	Sample	Biological replicate(s)	Biosample type	Biosample organism	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR				Sample
ENCFF745ACD	mm10	ENCSR636CWO	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	15.5	NA	2	EFP_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF205AIE/"	11889337	ENCODE Processing Pipeline	eb59fbb06f1afe83d6bddb18e9570768		https://www.encodeproject.org/files/ENCFF745ACD/@@download/ENCFF745ACD.tsv	M21			released	s3://encode-public/2021/03/15/46e670e5-657f-4543-b8e6-53f2e1c5c6b1/ENCFF745ACD.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_15.5_NA_2
ENCFF720JIN	mm10	ENCSR809VYL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	10.5	NA	1	EFP_10.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	8/11/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF555TJT/, /files/ENCFF363TFV/"	11896800	ENCODE Processing Pipeline	fd8e220508ef32c89246e2370f53a7e9		https://www.encodeproject.org/files/ENCFF720JIN/@@download/ENCFF720JIN.tsv	M21			released	s3://encode-public/2021/03/15/c81f2f5b-f92c-406d-9998-77381bf1644f/ENCFF720JIN.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_10.5_NA_1
ENCFF336PNI	mm10	ENCSR809VYL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	10.5	NA	2	EFP_10.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	8/11/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF357HKD/, /files/ENCFF363TFV/"	11897144	ENCODE Processing Pipeline	1e9fe7cba3dab3f6edd5514fda2ef574		https://www.encodeproject.org/files/ENCFF336PNI/@@download/ENCFF336PNI.tsv	M21			released	s3://encode-public/2021/03/15/abe32b6c-7acd-4b5a-a295-615159ee1fa2/ENCFF336PNI.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_10.5_NA_2
ENCFF584VXS	mm10	ENCSR823VEE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	14.5	NA	1	EFP_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF436IIA/"	11881414	ENCODE Processing Pipeline	0b4ec6efa6cc0aab1a749893eaaff2e7		https://www.encodeproject.org/files/ENCFF584VXS/@@download/ENCFF584VXS.tsv	M21			released	s3://encode-public/2021/03/15/9f64cb4f-6d03-4f35-8640-22691b994551/ENCFF584VXS.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_14.5_NA_1
ENCFF932AJG	mm10	ENCSR823VEE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	14.5	NA	2	EFP_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF812ZOZ/"	11890002	ENCODE Processing Pipeline	e60be6ed86dbd7c93107b17f0d26897f		https://www.encodeproject.org/files/ENCFF932AJG/@@download/ENCFF932AJG.tsv	M21			released	s3://encode-public/2021/03/15/2400dffe-f15d-4d0e-b3d2-0d2536421e31/ENCFF932AJG.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_14.5_NA_2
ENCFF031RGW	mm10	ENCSR848HOX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	11.5	NA	1	EFP_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF078DLU/"	11887930	ENCODE Processing Pipeline	78f450a3c6c6763c02e57474fc80df9c		https://www.encodeproject.org/files/ENCFF031RGW/@@download/ENCFF031RGW.tsv	M21			released	s3://encode-public/2021/03/24/d421bc96-e440-4972-9ae6-c1135a165842/ENCFF031RGW.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_11.5_NA_1
ENCFF343KWN	mm10	ENCSR848HOX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	11.5	NA	2	EFP_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF330PQD/, /files/ENCFF363TFV/"	11889689	ENCODE Processing Pipeline	8e1c2f2b9c7ebd21134dcddc8b8eae8b		https://www.encodeproject.org/files/ENCFF343KWN/@@download/ENCFF343KWN.tsv	M21			released	s3://encode-public/2021/03/24/9356c2c5-cb32-45ee-89fb-f8635f3e5177/ENCFF343KWN.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_11.5_NA_2
ENCFF644ENR	mm10	ENCSR851HEC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	12.5	NA	1	EFP_12.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF519PKS/"	11877482	ENCODE Processing Pipeline	ebd7e64956f45f08e7afb0ed5d2ca0a5		https://www.encodeproject.org/files/ENCFF644ENR/@@download/ENCFF644ENR.tsv	M21			released	s3://encode-public/2021/03/24/25e721aa-14f5-467b-a5b7-045ba4267bb3/ENCFF644ENR.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_12.5_NA_1
ENCFF908DRV	mm10	ENCSR851HEC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	EFP	12.5	NA	2	EFP_12.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF010YDV/"	11893022	ENCODE Processing Pipeline	3a99ec0231758dd3f88cd34954b57199		https://www.encodeproject.org/files/ENCFF908DRV/@@download/ENCFF908DRV.tsv	M21			released	s3://encode-public/2021/03/24/8f04b7b4-14b4-4cd4-968f-392c5e09447c/ENCFF908DRV.tsv	ENCODE4 v1.2.1 mm10 M21	released							EFP_12.5_NA_2
ENCFF238OOS	mm10	ENCSR982PLD	total RNA-seq	/mouse-donors/ENCDO817NHY/	EFO:0010807	F121-9	ES	NA	F	1	ES_NA_F_1	1	cell line	Mus musculus	RNA					reverse	5/6/21	ENCODE			1	1_1	"/files/ENCFF170JIN/, /files/ENCFF363TFV/"	11764126	ENCODE Processing Pipeline	49be1ed8331c0c704cc891ac676d7a49		https://www.encodeproject.org/files/ENCFF238OOS/@@download/ENCFF238OOS.tsv	M21			released	s3://encode-public/2021/05/07/14c83d5a-04e6-453f-a651-6793a77c9b4f/ENCFF238OOS.tsv	ENCODE4 v1.2.3 mm10 M21	released							ES_NA_F_1
ENCFF432SQD	mm10	ENCSR982PLD	total RNA-seq	/mouse-donors/ENCDO817NHY/	EFO:0010807	F121-9	ES	NA	F	2	ES_NA_F_2	2	cell line	Mus musculus	RNA					reverse	5/6/21	ENCODE			2	2_1	"/files/ENCFF515SXT/, /files/ENCFF363TFV/"	11761642	ENCODE Processing Pipeline	6fa323e23d26fcdfa53ce5ed6cda4baf		https://www.encodeproject.org/files/ENCFF432SQD/@@download/ENCFF432SQD.tsv	M21			released	s3://encode-public/2021/05/07/77376fd0-f15e-468c-ad5e-98b35dd4561d/ENCFF432SQD.tsv	ENCODE4 v1.2.3 mm10 M21	released							ES_NA_F_2
ENCFF426TDK	mm10	ENCSR982PLD	total RNA-seq	/mouse-donors/ENCDO817NHY/	EFO:0010807	F121-9	ES	NA	F	3	ES_NA_F_3	3	cell line	Mus musculus	RNA					reverse	5/6/21	ENCODE			3	3_1	"/files/ENCFF363TFV/, /files/ENCFF513POH/"	11763490	ENCODE Processing Pipeline	e7d79b7c7c4ea4ffe09162b759a3b58a		https://www.encodeproject.org/files/ENCFF426TDK/@@download/ENCFF426TDK.tsv	M21			released	s3://encode-public/2021/05/07/85268fb6-67a5-4f95-8848-d6ef25a562de/ENCFF426TDK.tsv	ENCODE4 v1.2.3 mm10 M21	released							ES_NA_F_3
ENCFF029UVS	mm10	ENCSR080EVZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	16.5	NA	1	FB_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF661XUE/, /files/ENCFF363TFV/"	11881374	ENCODE Processing Pipeline	953dd90f6bae1b5a24bf09997942de48		https://www.encodeproject.org/files/ENCFF029UVS/@@download/ENCFF029UVS.tsv	M21			released	s3://encode-public/2021/03/15/6cdb0dab-be65-40c8-a5bb-8ce450f19d15/ENCFF029UVS.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_16.5_NA_1
ENCFF719ADL	mm10	ENCSR080EVZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	16.5	NA	2	FB_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF057EZP/, /files/ENCFF363TFV/"	11878374	ENCODE Processing Pipeline	7a8567dd9ae4d377c6635feb1ba61bb3		https://www.encodeproject.org/files/ENCFF719ADL/@@download/ENCFF719ADL.tsv	M21			released	s3://encode-public/2021/03/15/69fcc90c-fd10-4ad7-8535-760485efda00/ENCFF719ADL.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_16.5_NA_2
ENCFF696BTU	mm10	ENCSR160IIN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	11.5	NA	1	FB_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF287QMK/"	11875909	ENCODE Processing Pipeline	e7eb7276a9a15fed4549e1a84b717f9d		https://www.encodeproject.org/files/ENCFF696BTU/@@download/ENCFF696BTU.tsv	M21			released	s3://encode-public/2021/03/15/f564e283-d8fa-4d57-b255-84941990a2d5/ENCFF696BTU.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_11.5_NA_1
ENCFF042VCB	mm10	ENCSR160IIN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	11.5	NA	2	FB_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF554WYL/, /files/ENCFF363TFV/"	11889550	ENCODE Processing Pipeline	00f3ce1a6f3af98d5c2f0d9067038db7		https://www.encodeproject.org/files/ENCFF042VCB/@@download/ENCFF042VCB.tsv	M21			released	s3://encode-public/2021/03/15/308254c7-06aa-4d23-8506-342eeb2a36c5/ENCFF042VCB.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_11.5_NA_2
ENCFF270DCV	mm10	ENCSR185LWM	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	14.5	NA	1	FB_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF757QJU/"	11895056	ENCODE Processing Pipeline	aa898749d398e0823f030af2d8a74c9d		https://www.encodeproject.org/files/ENCFF270DCV/@@download/ENCFF270DCV.tsv	M21			released	s3://encode-public/2021/03/15/187d1717-06b8-4f9a-b4ea-470022cc0e99/ENCFF270DCV.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_14.5_NA_1
ENCFF565AWX	mm10	ENCSR185LWM	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	14.5	NA	2	FB_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF516NHV/"	11884120	ENCODE Processing Pipeline	4ffbc971352fab30d410fce58c330dd0		https://www.encodeproject.org/files/ENCFF565AWX/@@download/ENCFF565AWX.tsv	M21			released	s3://encode-public/2021/03/15/c1f1bec2-8491-4c88-bf3c-4c10a449da09/ENCFF565AWX.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_14.5_NA_2
ENCFF145PTV	mm10	ENCSR304RDL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	10.5	NA	1	FB_10.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	8/11/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF917DRP/"	11899678	ENCODE Processing Pipeline	e5df33e0f1ca39d991905bae9af2b747		https://www.encodeproject.org/files/ENCFF145PTV/@@download/ENCFF145PTV.tsv	M21			released	s3://encode-public/2021/03/15/d5c48dff-6437-4938-a526-182f2fb614e3/ENCFF145PTV.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_10.5_NA_1
ENCFF476ADM	mm10	ENCSR304RDL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	10.5	NA	2	FB_10.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	8/11/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF395OBB/, /files/ENCFF363TFV/"	11896350	ENCODE Processing Pipeline	3d48f99c8580e631aa93891237ab5018		https://www.encodeproject.org/files/ENCFF476ADM/@@download/ENCFF476ADM.tsv	M21			released	s3://encode-public/2021/03/15/1a143565-4acc-4c61-a7e6-0212d7c43f9f/ENCFF476ADM.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_10.5_NA_2
ENCFF484FBW	mm10	ENCSR362AIZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	0	NA	1	FB_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF041POC/"	11895587	ENCODE Processing Pipeline	76fbd82c3c7f4fe40b9ef06e26c97fa3		https://www.encodeproject.org/files/ENCFF484FBW/@@download/ENCFF484FBW.tsv	M21			released	s3://encode-public/2021/03/15/3ce3568a-f65d-4c5d-9ea1-65e867930f86/ENCFF484FBW.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_0_NA_1
ENCFF143OBR	mm10	ENCSR362AIZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	0	NA	2	FB_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF464MET/, /files/ENCFF363TFV/"	11903000	ENCODE Processing Pipeline	e51c20eb2ec2e6228bea0a0401bf485d		https://www.encodeproject.org/files/ENCFF143OBR/@@download/ENCFF143OBR.tsv	M21			released	s3://encode-public/2021/03/15/a6045e31-f341-4de8-b4cc-198b80233ddc/ENCFF143OBR.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_0_NA_2
ENCFF698XIB	mm10	ENCSR647QBV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	12.5	NA	1	FB_12.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF955EIE/"	11886868	ENCODE Processing Pipeline	49667b83b331c0abf6ac2222fa0e395b		https://www.encodeproject.org/files/ENCFF698XIB/@@download/ENCFF698XIB.tsv	M21			released	s3://encode-public/2021/03/15/eb9c4913-c6d1-4a2d-bf5f-652b6de088ad/ENCFF698XIB.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_12.5_NA_1
ENCFF649WEQ	mm10	ENCSR647QBV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	12.5	NA	2	FB_12.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF743QGT/"	11886391	ENCODE Processing Pipeline	552c0763e5a92f704b2fadd694de9c4b		https://www.encodeproject.org/files/ENCFF649WEQ/@@download/ENCFF649WEQ.tsv	M21			released	s3://encode-public/2021/03/15/28c170b2-ebd7-4c84-9b1c-dbb782bc6b00/ENCFF649WEQ.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_12.5_NA_2
ENCFF080PBH	mm10	ENCSR752RGN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	15.5	NA	1	FB_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF912CUJ/"	11891757	ENCODE Processing Pipeline	d9f8407dc23253e355301c47c83a41c4		https://www.encodeproject.org/files/ENCFF080PBH/@@download/ENCFF080PBH.tsv	M21			released	s3://encode-public/2021/03/15/e1e8a05d-0089-4400-a061-fd9f5fb4d670/ENCFF080PBH.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_15.5_NA_1
ENCFF890FJF	mm10	ENCSR752RGN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	15.5	NA	2	FB_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF183XGN/"	11887794	ENCODE Processing Pipeline	3a299908f05a69c3c01959d939380675		https://www.encodeproject.org/files/ENCFF890FJF/@@download/ENCFF890FJF.tsv	M21			released	s3://encode-public/2021/03/15/c30e4277-456a-4f87-937a-ebfb99f66883/ENCFF890FJF.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_15.5_NA_2
ENCFF088OEQ	mm10	ENCSR970EWM	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	13.5	NA	1	FB_13.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF360GVK/, /files/ENCFF363TFV/"	11886561	ENCODE Processing Pipeline	dab7effbdf52be75433e66c52b33aab7		https://www.encodeproject.org/files/ENCFF088OEQ/@@download/ENCFF088OEQ.tsv	M21			released	s3://encode-public/2021/03/24/9a45475b-e3fa-48da-a488-d5b41ce7f8ad/ENCFF088OEQ.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_13.5_NA_1
ENCFF794PWS	mm10	ENCSR970EWM	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	FB	13.5	NA	2	FB_13.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF717OFC/"	11890562	ENCODE Processing Pipeline	fbae17b5ea5e4f1d1f83cfffcb190546		https://www.encodeproject.org/files/ENCFF794PWS/@@download/ENCFF794PWS.tsv	M21			released	s3://encode-public/2021/03/24/a648ab6e-d773-47b0-8c40-3d230f6a92e3/ENCFF794PWS.tsv	ENCODE4 v1.2.1 mm10 M21	released							FB_13.5_NA_2
ENCFF312RDW	mm10	ENCSR086MHH	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0001388	gastrocnemius	G	8m	M	1	G_8m_M_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF881DNF/"	11884155	ENCODE Processing Pipeline	6eb08b4434d26cda375058ae14fc782a		https://www.encodeproject.org/files/ENCFF312RDW/@@download/ENCFF312RDW.tsv	M21			released	s3://encode-public/2022/02/10/9bae815a-7e8c-470b-aabb-278afaff3cd9/ENCFF312RDW.tsv	ENCODE4 v1.2.4 mm10 M21	released							G_8m_M_1
ENCFF959ZXX	mm10	ENCSR086MHH	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0001388	gastrocnemius	G	8m	M	2	G_8m_M_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF937SER/"	11884975	ENCODE Processing Pipeline	efe4c8414779f094b636b552c7bf8ab2		https://www.encodeproject.org/files/ENCFF959ZXX/@@download/ENCFF959ZXX.tsv	M21			released	s3://encode-public/2022/02/10/c48db644-8a2c-482a-b1d4-348f227b0b6f/ENCFF959ZXX.tsv	ENCODE4 v1.2.4 mm10 M21	released							G_8m_M_2
ENCFF380NDK	mm10	ENCSR093SMP	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0001388	gastrocnemius	G	8m	F	1	G_8m_F_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF705KER/"	11886585	ENCODE Processing Pipeline	875125e6ad02d63796bb0688512c6293		https://www.encodeproject.org/files/ENCFF380NDK/@@download/ENCFF380NDK.tsv	M21			released	s3://encode-public/2022/02/10/1c887e7d-e270-4ce4-992c-e377efd4e98d/ENCFF380NDK.tsv	ENCODE4 v1.2.4 mm10 M21	released							G_8m_F_1
ENCFF387WXC	mm10	ENCSR093SMP	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0001388	gastrocnemius	G	8m	F	2	G_8m_F_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF471IKI/"	11884371	ENCODE Processing Pipeline	f4feb6b5b9479b04a78f79a3b665dc52		https://www.encodeproject.org/files/ENCFF387WXC/@@download/ENCFF387WXC.tsv	M21			released	s3://encode-public/2022/02/10/e49b346d-528e-4dde-a2fb-624197a1bdfe/ENCFF387WXC.tsv	ENCODE4 v1.2.4 mm10 M21	released							G_8m_F_2
ENCFF755HCY	mm10	ENCSR095VGF	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	G	18m	M	1	G_18m_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF648UJV/"	11894164	ENCODE Processing Pipeline	4ce68d38964249cb4b7f54b41ed9f074		https://www.encodeproject.org/files/ENCFF755HCY/@@download/ENCFF755HCY.tsv	M21			released	s3://encode-public/2021/05/24/1a75ee20-af29-4f72-b80b-9f0c3f366646/ENCFF755HCY.tsv	ENCODE4 v1.2.3 mm10 M21	released							G_18m_M_1
ENCFF117PAU	mm10	ENCSR095VGF	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	G	18m	M	2	G_18m_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF816AOV/, /files/ENCFF363TFV/"	11898975	ENCODE Processing Pipeline	b49e20b5a92e2886aad34aeabeeaa538		https://www.encodeproject.org/files/ENCFF117PAU/@@download/ENCFF117PAU.tsv	M21			released	s3://encode-public/2021/05/24/b6f4b6ba-5cf5-4067-af30-c7c8936e2bfc/ENCFF117PAU.tsv	ENCODE4 v1.2.3 mm10 M21	released							G_18m_M_2
ENCFF186CKK	mm10	ENCSR102ZZC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	G	4	M	1	G_4_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF996GHV/, /files/ENCFF363TFV/"	11885695	ENCODE Processing Pipeline	6f75729041def48ed14e55e16c239fbf		https://www.encodeproject.org/files/ENCFF186CKK/@@download/ENCFF186CKK.tsv	M21			released	s3://encode-public/2021/05/24/e3498900-1633-442f-8c38-cbdfba9c2fb9/ENCFF186CKK.tsv	ENCODE4 v1.2.3 mm10 M21	released							G_4_M_1
ENCFF261DJE	mm10	ENCSR102ZZC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	G	4	M	2	G_4_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF791KIA/, /files/ENCFF363TFV/"	11879120	ENCODE Processing Pipeline	663edc075612f3d1dc09e43e6ad9ed26		https://www.encodeproject.org/files/ENCFF261DJE/@@download/ENCFF261DJE.tsv	M21			released	s3://encode-public/2021/05/24/05cc5246-b940-48dd-874c-22d14190b951/ENCFF261DJE.tsv	ENCODE4 v1.2.3 mm10 M21	released							G_4_M_2
ENCFF920EUL	mm10	ENCSR133LMN	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	G	10	M	1	G_10_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF390JAP/"	11890077	ENCODE Processing Pipeline	76badea3ad3d539664edcfa357f11969		https://www.encodeproject.org/files/ENCFF920EUL/@@download/ENCFF920EUL.tsv	M21			released	s3://encode-public/2021/05/24/912b5011-bddf-41d4-98c3-1eac6f5fd74c/ENCFF920EUL.tsv	ENCODE4 v1.2.3 mm10 M21	released							G_10_M_1
